0,1
0,485.402731153
1,616.92519906
2,844.343430047
3,945.720337685
4,1205.10334432
5,1351.50544131
6,1610.23129218
7,1646.41078917
8,1875.23067643
9,2361.81446644
10,2336.88623369
11,2264.59081978
12,2852.84892336
13,2695.65759959
14,2660.48535218
15,3188.62494165
16,3423.27452453
17,3409.03102892
18,3972.80501845
19,3594.99129695
20,4380.57753507
21,4418.34425786
22,4566.85336412
23,4849.2306476
24,5210.98786166
25,4596.81901482
26,5581.27064029
27,5037.75287707
28,5567.91253001
29,5436.24629383
30,5984.49047294
31,6468.05853406
32,6065.09544056
33,6161.55045197
34,6324.55483633
35,7159.90782814
36,7452.41284095
37,7420.83049853
38,7268.3128464
39,7794.24792097
40,7402.33080561
41,7352.82248923
42,8650.61582632
43,8934.31761908
44,8886.93779186
45,8688.71041588
46,7928.37970612
47,8734.85182449
48,9979.70402576
49,9520.57514851
50,10071.5869656
51,9508.83993105
52,10634.3289073
53,10345.1483237
54,11105.4139624
55,9362.58279904
56,11131.8147332
57,11794.4036754
58,10053.3307679
59,10585.5584554
60,10342.4615893
61,10114.3629594
62,10259.1325241
63,12184.4943658
64,13203.3959447
65,12687.1100145
66,11787.9015176
67,11137.3152522
68,12455.351711
69,13155.8169028
70,14256.1433315
71,13956.4362009
72,13373.844632
73,15106.9312305
74,14943.147998
75,12866.1850363
76,14389.4908844
77,15217.6302446
78,15351.1336991
79,14256.4682676
80,13792.198845
81,15508.9436193
82,14926.7239418
83,16764.1698351
84,13805.4324787
85,15173.15332
86,17124.7701442
87,15335.5430881
88,16854.7155677
89,16480.6850277
90,15141.8175951
91,18215.6185035
92,15382.3565684
93,16925.3651036
94,19003.2514636
95,16459.9413612
96,16762.6896793
97,16760.7041958
98,16172.637942
99,17142.67936
100,16370.927956
101,20256.4024252
102,20397.0652317
103,17881.8234204
104,20897.8701384
105,18557.5830192
106,19659.4502154
107,18940.0492709
108,19703.3029811
109,20298.6664527
110,19580.521307
111,18359.0787972
112,19267.2974181
113,20869.6562549
114,22308.5776145
115,22834.069018
116,19452.2192482
117,23559.5377806
118,24015.1694379
119,20689.1790369
120,22792.2635994
121,24688.0051575
122,24843.4388246
123,22917.8435894
124,21060.2997661
125,20137.5142947
126,20952.6403648
127,24065.3372458
128,23468.6222632
129,22255.4028332
130,22989.0772899
131,25475.9274916
132,21704.9103458
133,24861.4373324
134,23133.4163587
135,21926.0142784
136,25676.7200894
137,23453.7730354
138,24503.5091882
139,27705.0357959
140,25121.4989567
141,28651.3251946
142,23815.1446341
143,26052.8303848
144,25014.5889622
145,28879.3172636
146,23506.5386032
147,25699.5283173
148,25739.4912264
149,25319.4011942
150,29032.6315583
151,27349.4593787
152,24884.3909187
153,28778.5422148
154,31004.4187242
155,29431.7990122
156,31378.4850773
157,25306.7224768
158,25957.7534099
159,27257.5402421
160,32030.0006315
161,30144.0437084
162,30444.9358566
163,27744.7440182
164,27615.5724575
165,30369.9812442
166,27869.8702972
167,29908.8925542
168,31895.4335683
169,28637.2699791
170,33117.0034775
171,30819.426506
172,33341.8809384
173,31364.5509237
174,28070.198343
175,31291.6940877
176,32019.6287943
177,32011.8574804
178,34274.2922324
179,35439.6203432
180,33814.7041444
181,32133.1356841
182,34645.6338906
183,36122.7887024
184,31387.7503782
185,34896.6915833
186,32390.7154172
187,35310.6982648
188,35195.8979671
189,36763.7512183
190,35530.7486238
191,34163.1691307
192,33773.7666718
193,38814.5157106
194,36020.2444715
195,33538.219878
196,34419.7146903
197,34920.2469597
198,39498.9655053
199,32923.3275056
200,35790.5227267
201,33258.8161292
202,37238.1497844
203,32864.1502731
204,39418.8933194
205,40642.3871108
206,33387.3253387
207,39403.9712599
208,41460.4779006
209,34777.7840492
210,33609.5676088
211,38543.2911081
212,42949.172852
213,38132.9929143
214,41260.9515353
215,41547.9573094
216,35277.8822284
217,43268.7488209
218,42811.1892616
219,38231.5469477
220,43664.3675147
221,41995.2142166
222,43086.525511
223,41999.3278028
224,43134.0975219
225,36492.9950724
226,45039.9610919
227,42838.3308439
228,37239.9680651
229,45495.2051415
230,46477.7669602
231,42490.3483924
232,44861.586303
233,45652.8921214
234,42294.2303459
235,44807.5640198
236,40948.5464321
237,41609.3785672
238,37994.8622038
239,45324.8775834
240,39526.8693935
241,40560.8695472
242,47473.4763153
243,41224.5944139
244,44620.2557545
245,39400.5796329
246,43707.7331549
247,49970.3904846
248,40095.2045358
249,48824.8770702
250,48820.6435561
251,43486.765432
252,45559.0403419
253,47921.7321115
254,41606.2846881
255,42454.0185412
256,45747.2967261
257,46542.4974413
258,51514.4781991
259,51636.2265539
260,46944.4137897
261,49753.562242
262,49110.2258649
263,50413.7786354
264,44139.804635
265,47156.0602408
266,51853.1006911
267,52731.4068128
268,52812.5828337
269,51510.589734
270,52193.0930723
271,51914.8186361
272,51077.8395786
273,52769.3853717
274,53853.8899894
275,54185.3430794
276,44666.5650448
277,52350.2458712
278,53108.7012906
279,51288.7550845
280,45056.5223176
281,44718.200786
282,55253.3254433
283,55319.2463202
284,47460.9410996
285,54467.3541201
286,51543.7616649
287,55934.2627729
288,52225.2692867
289,57316.9868803
290,47733.1147819
291,54650.8568046
292,49636.8365678
293,49054.8229218
294,54136.2957029
295,46989.2996459
296,49359.5878197
297,49123.3163598
298,57465.3320743
299,57141.2532246
300,55754.7181405
301,49953.3606359
302,49698.0236339
303,57636.0244259
304,58609.9073895
305,56834.4960305
306,54670.7168503
307,48991.4603708
308,52011.6590035
309,49264.7107846
310,62440.6707897
311,57066.5438041
312,62814.5537695
313,61881.1326055
314,55696.2305566
315,52279.0929848
316,52678.7679233
317,52670.6737442
318,58177.248381
319,51645.7478065
320,51149.100242
321,64505.9600637
322,54219.2907278
323,51757.1979588
324,63336.0857175
325,64249.9240922
326,56879.9751135
327,59524.9984696
328,63301.9309327
329,63761.6008545
330,60468.3514574
331,59470.7022398
332,54070.750766
333,61366.2390341
334,54479.0677555
335,56878.6410843
336,65931.3461184
337,67815.0246871
338,67433.60919
339,60126.9651883
340,66188.3498106
341,60939.1203524
342,57655.9955293
343,60319.5739283
344,61474.7084955
345,56507.3956111
346,55780.9739503
347,59177.270851
348,67576.1303391
349,65745.6455391
350,67534.7723564
351,67038.6891735
352,68006.787817
353,69803.2969354
354,60243.9308343
355,56988.9157974
356,64499.5578264
357,67937.5637834
358,68306.713048
359,62170.8905744
360,66594.8132836
361,70574.0829627
362,63856.634969
363,61831.4209869
364,59863.6573159
365,72226.5675217
366,64791.220908
367,72680.3582498
368,68615.8521367
369,68782.4368427
370,59639.6099929
371,61902.6302157
372,64439.6916814
373,72316.0219964
374,61254.6416948
375,71396.8488627
376,60171.618273
377,69274.1402327
378,65155.8212005
379,73524.5020828
380,71352.5340931
381,63752.95833
382,61030.5455529
383,65354.4181438
384,72818.6461187
385,62792.1047272
386,74486.8869518
387,67816.1817179
388,62493.5034185
389,72664.9728478
390,70340.8387144
391,74912.6875712
392,71982.5144539
393,75410.5006192
394,68619.675943
395,77040.9273128
396,75970.0859727
397,78531.7868422
398,71172.7402108
399,68477.113728
400,80613.7678193
401,75095.2569899
402,71381.3177637
403,80816.1487296
404,68045.666624
405,66605.3501484
406,77912.306966
407,68772.7275424
408,75500.138039
409,65200.7576898
410,72086.9569213
411,76033.4266087
412,66026.110723
413,74041.2113182
414,73815.1489543
415,74110.6338804
416,73813.2360058
417,66604.1005645
418,76304.2641534
419,76008.4780097
420,68075.7302125
421,68831.6730138
422,78220.41947
423,81479.2815662
424,82168.7823334
425,78233.9527734
426,77395.2765218
427,83016.4645064
428,70577.7154362
429,74297.1292262
430,83258.5671616
431,71081.9940681
432,82988.7395208
433,74589.2852474
434,72778.8243035
435,80896.7826724
436,83767.3695073
437,86974.293978
438,82127.5701763
439,86866.7332506
440,69916.3628191
441,82921.9027734
442,87032.593658
443,86899.728137
444,89386.1676892
445,84582.289298
446,82350.9305218
447,83127.1480203
448,85051.44984
449,83379.25452
450,83581.7220073
451,86754.9440534
452,81964.9010915
453,72635.1704084
454,76862.7790218
455,74410.3931228
456,86765.0413646
457,82595.1377126
458,80164.1520578
459,87263.2916018
460,78688.5259793
461,78237.8495894
462,88152.3177401
463,77416.5552472
464,74538.3696001
465,93088.7344232
466,89716.5665268
467,88491.3566702
468,84700.1955929
469,93634.00789
470,94127.7542836
471,89768.1388411
472,79506.8897351
473,92762.3283522
474,76802.9470086
475,94833.8391165
476,80611.4411796
477,77240.3918965
478,77817.0737295
479,85379.9788171
480,82309.5666844
481,90644.1092917
482,82612.5811869
483,95212.7890144
484,82524.9569823
485,80499.6269575
486,94481.9775031
487,86797.2013781
488,88478.304755
489,91945.6180704
490,83785.7162828
491,85405.7240501
492,87774.5235681
493,87605.5046369
494,82054.0848278
495,79974.58544
496,78688.3837299
497,88262.8837375
